external_code,w,h,low_res
4770,444,881,False
4771,839,893,False
4772,894,635,False
4773,893,605,False
4774,604,892,False
4775,597,892,False
4776,539,893,False
4777,895,445,False
4778,686,894,False
4779,792,893,False
4780,563,897,False
4781,351,627,False
4782,894,645,False
4783,893,669,False
4784,569,892,False
4785,893,584,False
4786,891,841,False
4787,897,617,False
4788,893,576,False
4789,559,893,False
4790,657,893,False
4791,335,516,False
4792,895,842,False
4793,897,694,False
4794,506,894,False
4795,895,809,False
4796,895,674,False
4797,676,894,False
4798,635,894,False
4799,894,511,False
4800,556,764,False
4801,899,567,False
4802,492,894,False
4803,347,482,False
4804,897,630,False
4805,564,879,False
4806,410,896,False
4807,891,712,False
4808,895,608,False
4809,893,547,False
4810,410,873,False
4811,864,895,False
4812,893,745,False
4813,689,892,False
4814,592,885,False
4815,887,894,False
4816,895,640,False
4817,749,886,False
4818,645,896,False
4819,893,468,False
4820,565,891,False
4821,595,502,False
4822,339,889,False
4823,894,755,False
4824,896,528,False
4825,898,517,False
4826,894,491,False
4827,353,879,False
4828,367,895,False
4829,897,517,False
4830,896,502,False
4831,896,470,False
4832,884,534,False
4833,894,523,False
4834,894,554,False
4835,893,542,False
4836,893,495,False
4837,892,536,False
4838,494,893,False
4839,600,895,False
4840,476,893,False
4841,893,683,False
4842,894,717,False
4843,894,496,False
4844,569,887,False
4845,842,888,False
4846,799,897,False
4847,491,892,False
4848,899,684,False
4849,880,893,False
4850,528,883,False
4851,894,620,False
4852,455,788,False
4853,474,889,False
4854,536,894,False
4855,567,898,False
4856,895,622,False
4857,853,893,False
4858,798,894,False
4859,898,710,False
4860,586,893,False
4861,895,457,False
4862,810,892,False
4863,900,644,False
4864,887,834,False
4865,898,579,False
4866,875,894,False
4867,415,894,False
4868,418,893,False
4869,894,772,False
4870,801,889,False
4871,886,894,False
4872,314,594,False
4873,891,442,False
4874,529,896,False
4875,455,899,False
4876,650,888,False
4877,892,594,False
4878,881,685,False
4879,834,898,False
4880,398,897,False
4881,562,889,False
4882,366,894,False
4883,837,893,False
4884,800,622,False
4885,460,894,False
4886,891,557,False
4887,881,842,False
4888,898,783,False
4889,472,892,False
4890,415,893,False
4891,532,883,False
4892,894,554,False
4893,893,624,False
4894,880,522,False
4895,893,761,False
4896,890,896,False
4897,896,672,False
4898,867,782,False
4899,297,585,False
4900,427,897,False
4901,592,892,False
4902,892,621,False
4903,893,696,False
4904,898,719,False
4905,638,896,False
4906,797,893,False
4907,365,895,False
4908,895,592,False
4909,892,865,False
4910,893,505,False
4911,898,831,False
4912,794,886,False
4913,499,894,False
4914,895,598,False
4915,482,888,False
4916,895,628,False
4917,895,676,False
4918,658,696,False
4919,891,857,False
4920,886,678,False
4921,365,900,False
4922,654,886,False
4923,810,880,False
4924,720,883,False
4925,502,892,False
4926,893,618,False
4927,891,608,False
4928,893,622,False
4929,892,738,False
4930,887,567,False
4931,412,893,False
4932,884,553,False
4933,329,857,False
4934,897,833,False
4935,884,579,False
4936,592,892,False
4937,631,894,False
4938,393,895,False
4939,338,897,False
4940,730,891,False
4941,891,724,False
4942,894,646,False
4943,502,889,False
4944,812,894,False
4945,657,893,False
4946,630,890,False
4947,382,891,False
4948,363,892,False
4949,897,834,False
4950,896,874,False
4951,798,894,False
4952,894,855,False
4953,589,463,False
4954,825,894,False
4955,895,819,False
4956,892,625,False
4957,831,894,False
4958,893,862,False
4959,569,894,False
4960,448,894,False
4961,607,893,False
4962,893,651,False
4963,897,741,False
4964,770,882,False
4965,893,766,False
4966,719,801,False
4967,444,897,False
4968,843,894,False
4969,892,562,False
4970,774,878,False
4971,894,720,False
4972,496,894,False
4973,468,893,False
4974,893,738,False
4975,420,895,False
4976,698,893,False
4977,565,635,False
4978,355,625,False
4979,450,895,False
4980,896,645,False
4981,475,892,False
4982,893,499,False
4983,889,879,False
4984,893,582,False
4985,895,802,False
4986,896,633,False
4987,596,889,False
4988,896,760,False
4989,891,889,False
4990,893,869,False
4991,838,894,False
4992,740,895,False
4993,894,595,False
4994,894,490,False
4995,895,557,False
4996,892,540,False
4997,892,451,False
4998,890,898,False
4999,893,628,False
5000,894,507,False
5001,895,500,False
5002,891,508,False
5003,895,452,False
5004,893,710,False
5005,588,888,False
5006,690,893,False
5007,894,488,False
5008,894,549,False
5009,894,512,False
5010,601,508,False
5011,895,767,False
5012,388,423,False
5013,898,534,False
5014,899,571,False
5015,892,819,False
5016,868,888,False
5017,316,894,False
5018,893,554,False
5019,898,441,False
5020,460,893,False
5021,896,497,False
5022,822,892,False
5023,897,549,False
5024,470,894,False
5025,893,823,False
5026,593,893,False
5027,788,896,False
5028,685,545,False
5029,316,883,False
5030,894,537,False
5031,735,894,False
5032,893,843,False
5033,895,635,False
5034,897,802,False
5035,629,893,False
5036,815,890,False
5037,893,565,False
5038,892,652,False
5039,895,606,False
5040,893,625,False
5041,891,599,False
5042,631,899,False
5043,895,675,False
5044,892,804,False
5045,738,889,False
5046,812,893,False
5047,887,614,False
5048,634,883,False
5049,709,890,False
5050,898,491,False
5051,569,891,False
5052,418,894,False
5053,436,875,False
5054,722,894,False
5055,429,897,False
5056,321,894,False
5057,727,888,False
5058,894,483,False
5059,893,461,False
5060,546,894,False
5061,669,884,False
5062,894,700,False
5063,892,468,False
5064,894,473,False
5065,895,763,False
5066,771,892,False
5067,876,894,False
5068,889,890,False
5069,893,609,False
5070,657,898,False
5071,899,770,False
5072,895,637,False
5073,776,880,False
5074,893,593,False
5075,894,460,False
5076,341,893,False
5077,894,472,False
5078,870,887,False
5079,894,460,False
5080,898,448,False
5081,720,896,False
5082,420,894,False
5083,893,607,False
5084,893,830,False
5085,550,895,False
5086,701,889,False
5087,892,539,False
5088,349,895,False
5089,894,668,False
5090,206,897,False
5091,314,896,False
5092,894,612,False
5093,387,895,False
5094,747,606,False
5095,783,893,False
5096,358,896,False
5097,598,890,False
5098,420,897,False
5099,579,894,False
5100,385,881,False
5101,399,889,False
5102,524,895,False
5103,652,896,False
5104,433,892,False
5105,462,897,False
5106,716,866,False
5107,246,895,False
5108,672,877,False
5109,482,900,False
5110,754,891,False
5111,655,893,False
5112,460,898,False
5113,568,885,False
5114,416,891,False
5115,210,472,False
5116,473,351,False
5117,506,872,False
5118,890,710,False
5119,683,892,False
5120,687,893,False
5121,399,890,False
5122,688,879,False
5123,892,613,False
5124,895,876,False
5125,397,895,False
5126,640,893,False
5127,490,887,False
5128,734,896,False
5129,895,759,False
5130,480,894,False
5131,537,893,False
5132,673,893,False
5133,892,722,False
5134,885,895,False
5135,511,898,False
5136,392,894,False
5137,888,770,False
5138,542,891,False
5139,743,893,False
5140,687,893,False
5141,891,854,False
5142,622,894,False
5143,305,476,False
5144,598,893,False
5145,506,896,False
5146,398,893,False
5147,303,474,False
5148,877,891,False
5149,324,478,False
5150,504,872,False
5151,660,892,False
5152,317,475,False
5153,471,893,False
5154,894,752,False
5155,407,893,False
5156,637,867,False
5157,892,777,False
5158,640,893,False
5159,511,896,False
5160,631,891,False
5161,500,889,False
5162,705,893,False
5163,403,882,False
5164,662,888,False
5165,864,862,False
5166,380,897,False
5167,896,753,False
5168,893,773,False
5169,380,877,False
5170,376,889,False
5171,894,651,False
5172,337,893,False
5173,895,621,False
5174,890,854,False
5175,424,896,False
5176,313,826,False
5177,893,624,False
5178,412,892,False
5179,798,896,False
5180,333,896,False
5181,893,686,False
5182,891,709,False
5183,692,893,False
5184,894,689,False
5185,432,893,False
5186,478,886,False
5187,421,890,False
5188,895,886,False
5189,396,891,False
5190,894,657,False
5191,895,623,False
5192,586,894,False
5193,257,897,False
5194,897,780,False
5195,827,891,False
5196,525,894,False
5197,789,889,False
5198,386,894,False
5199,887,818,False
5200,892,850,False
5201,260,894,False
5202,883,719,False
5203,587,891,False
5204,535,887,False
5205,892,721,False
5206,883,764,False
5207,559,895,False
5208,892,831,False
5209,826,892,False
5210,331,892,False
5211,464,896,False
5212,373,876,False
5213,398,885,False
5214,805,892,False
5215,407,897,False
5216,643,896,False
5217,605,891,False
5218,772,847,False
5219,420,894,False
5220,389,885,False
5221,469,894,False
5222,575,894,False
5223,674,898,False
5224,891,793,False
5225,497,893,False
5226,390,896,False
5227,600,882,False
5228,564,891,False
5229,827,889,False
5230,798,888,False
5231,683,895,False
5232,626,890,False
5233,897,571,False
5234,847,892,False
5235,580,892,False
5236,688,893,False
5237,662,882,False
5238,893,768,False
5239,892,880,False
5240,889,762,False
5241,895,832,False
5242,650,895,False
5243,890,674,False
5244,869,893,False
5245,389,895,False
5246,888,712,False
5247,739,894,False
5248,892,702,False
5249,388,889,False
5250,260,889,False
5251,403,894,False
5252,554,891,False
5253,343,900,False
5254,651,893,False
5255,546,893,False
5256,893,795,False
5257,511,895,False
5258,452,897,False
5259,622,896,False
5260,397,893,False
5261,390,894,False
5262,504,900,False
5263,436,894,False
5264,660,875,False
5265,889,856,False
5266,646,889,False
5267,466,894,False
5268,661,892,False
5269,566,895,False
5270,458,890,False
5271,892,874,False
5272,890,758,False
5273,669,890,False
5274,809,894,False
5275,840,888,False
5276,501,893,False
5277,417,894,False
5278,892,584,False
5279,607,900,False
5280,661,889,False
5281,894,827,False
5282,800,888,False
5283,891,738,False
5284,296,890,False
5285,594,868,False
5286,890,771,False
5287,890,779,False
5288,667,891,False
5289,756,896,False
5290,696,896,False
5291,689,892,False
5292,894,799,False
5293,628,892,False
5294,893,726,False
5295,405,900,False
5296,392,898,False
5297,332,895,False
5298,538,898,False
5299,890,820,False
5300,697,889,False
5301,893,687,False
5302,895,794,False
5303,526,894,False
5304,419,883,False
5305,406,899,False
5306,763,890,False
5307,452,894,False
5308,385,892,False
5309,674,892,False
5310,895,615,False
5311,324,897,False
5312,892,866,False
5313,893,849,False
5314,827,888,False
5315,750,896,False
5316,450,886,False
5317,783,894,False
5318,330,900,False
5319,674,877,False
5320,781,891,False
5321,891,885,False
5322,604,900,False
5323,760,891,False
5324,890,642,False
5325,706,897,False
5326,892,742,False
5327,624,897,False
5328,600,893,False
5329,537,894,False
5330,711,857,False
5331,590,897,False
5332,895,790,False
5333,893,822,False
5334,890,462,False
5335,502,894,False
5336,892,586,False
5337,900,457,False
5338,897,498,False
5339,895,573,False
5340,687,893,False
5341,897,504,False
5342,883,663,False
5343,893,562,False
5344,895,808,False
5345,556,887,False
5346,556,804,False
5347,886,521,False
5348,320,560,False
5349,429,889,False
5350,894,611,False
5351,897,454,False
5352,895,482,False
5353,887,448,False
5354,895,809,False
5355,894,500,False
5356,894,704,False
5357,730,460,False
5358,883,489,False
5359,489,895,False
5360,891,629,False
5361,896,524,False
5362,721,470,False
5363,899,595,False
5364,893,552,False
5365,360,894,False
5366,890,586,False
5367,892,472,False
5368,895,540,False
5369,895,362,False
5370,898,502,False
5371,891,494,False
5372,363,414,False
5373,879,890,False
5374,895,472,False
5375,894,462,False
5376,757,889,False
5377,895,692,False
5378,894,742,False
5379,704,886,False
5380,892,694,False
5381,897,475,False
5382,895,645,False
5383,431,894,False
5384,574,885,False
5385,578,894,False
5386,758,545,False
5387,893,574,False
5388,892,581,False
5389,703,569,False
5390,894,692,False
5391,894,670,False
5392,893,625,False
5393,896,556,False
5394,512,890,False
5395,895,813,False
5396,894,635,False
5397,897,623,False
5398,895,868,False
5399,893,616,False
5400,894,674,False
5401,894,749,False
5402,896,429,False
5403,894,785,False
5404,896,590,False
5405,676,886,False
5406,856,894,False
5407,894,623,False
5408,895,849,False
5409,380,894,False
5410,479,872,False
5411,548,883,False
5412,892,647,False
5413,897,455,False
5414,897,503,False
5415,893,529,False
5416,895,756,False
5417,893,586,False
5418,897,389,False
5419,408,882,False
5420,894,527,False
5421,894,500,False
5422,893,612,False
5423,893,546,False
5424,672,522,False
5425,894,597,False
5426,893,721,False
5427,892,690,False
5428,710,897,False
5429,887,796,False
5430,891,559,False
5431,896,604,False
5432,893,602,False
5433,844,889,False
5434,514,894,False
5435,888,528,False
5436,897,699,False
5437,893,597,False
5438,897,405,False
5439,897,585,False
5440,572,891,False
5441,568,891,False
5442,877,574,False
5443,780,883,False
5444,898,646,False
5445,574,899,False
5446,897,538,False
5447,693,889,False
5448,717,886,False
5449,671,895,False
5450,736,893,False
5451,707,897,False
5452,859,889,False
5453,741,893,False
5454,465,896,False
5455,895,714,False
5456,894,533,False
5457,890,811,False
5458,395,892,False
5459,553,893,False
5460,884,689,False
5461,810,880,False
5462,721,892,False
5463,308,894,False
5464,325,885,False
5465,634,895,False
5466,897,600,False
5467,690,888,False
5468,663,895,False
5469,890,810,False
5470,896,693,False
5471,899,836,False
5472,285,376,False
5473,337,895,False
5474,654,890,False
5475,331,895,False
5476,832,893,False
5477,893,653,False
5478,894,410,False
5479,892,878,False
5480,898,520,False
5481,893,519,False
5482,624,883,False
5483,595,858,False
5484,893,605,False
5485,439,893,False
5486,894,432,False
5487,897,516,False
5488,896,479,False
5489,893,864,False
5490,371,893,False
5491,895,392,False
5492,545,896,False
5493,493,891,False
5494,897,847,False
5495,753,627,False
5496,894,476,False
5497,894,861,False
5498,887,820,False
5499,896,443,False
5500,387,895,False
5501,492,896,False
5502,887,533,False
5503,868,471,False
5504,803,883,False
5505,481,891,False
5506,893,503,False
5507,894,624,False
5508,894,706,False
5509,887,670,False
5510,471,897,False
5511,896,518,False
5512,896,612,False
5513,462,890,False
5514,894,630,False
5515,891,527,False
5516,893,484,False
5517,601,891,False
5518,893,878,False
5519,642,577,False
5520,569,888,False
5521,725,882,False
5522,889,500,False
5523,648,886,False
5524,619,881,False
5525,897,532,False
5526,896,369,False
5527,742,890,False
5528,867,494,False
5529,527,894,False
5530,795,882,False
5531,890,487,False
5532,895,459,False
5533,894,491,False
5534,895,472,False
5535,893,495,False
5536,797,893,False
5537,894,618,False
5538,891,509,False
5539,593,883,False
5540,396,890,False
5541,898,403,False
5542,886,472,False
5543,895,511,False
5544,897,492,False
5545,815,894,False
5546,880,716,False
5547,898,501,False
5548,885,420,False
5549,895,856,False
5550,894,583,False
5551,897,616,False
5552,894,702,False
5553,895,848,False
5554,895,820,False
5555,612,893,False
5556,897,555,False
5557,879,868,False
5558,780,893,False
5559,814,892,False
5560,871,885,False
5561,897,614,False
5562,573,898,False
5563,894,608,False
5564,896,629,False
5565,894,602,False
5566,894,644,False
5567,892,618,False
5568,897,688,False
5569,572,900,False
5570,589,896,False
5571,409,422,False
5572,687,892,False
5573,897,841,False
5574,898,776,False
5575,890,753,False
5576,438,892,False
5577,896,819,False
